x,y
84.0,705.6
89.56962025316456,802.2716872296107
95.13924050632912,905.1475084121136
100.70886075949367,1014.2274635475086
106.27848101265823,1129.5115526357956
111.84810126582279,1250.999775676975
117.41772151898735,1378.6921326710465
122.98734177215191,1512.5886236180104
128.55696202531647,1652.6892485178662
134.126582278481,1798.9940073706139
139.69620253164555,1951.5029001762534
145.2658227848101,2110.2159269347853
150.83544303797464,2275.1330876462093
156.4050632911392,2446.2543823105257
161.97468354430373,2623.579810927734
167.54430379746827,2807.1093734978344
173.11392405063282,2996.843070020827
178.68354430379736,3192.7809004967116
184.2531645569619,3394.9228649254883
189.82278481012645,3603.2689633071577
195.392405063291,3817.8191956417186
200.96202531645554,4038.573561929172
206.53164556962008,4265.532062169517
212.10126582278463,4498.694696362755
217.67088607594917,4738.0614645088845
223.2405063291137,4983.632366607906
228.81012658227826,5235.407402659821
234.3797468354428,5493.386572664626
239.94936708860735,5757.569876622325
245.5189873417719,6027.957314532915
251.08860759493643,6304.548886396397
256.658227848101,6587.344592212772
262.2278481012655,6876.344431982038
267.79746835443007,7171.548405704198
273.3670886075946,7472.9565133792485
278.93670886075915,7780.5687550071925
284.5063291139237,8094.385130588027
290.07594936708824,8414.405640121755
295.6455696202528,8740.630283608374
301.21518987341733,9073.059061047887
306.7848101265819,9411.691972440289
312.3544303797464,9756.529017785586
317.92405063291096,10107.570197083774
323.4936708860755,10464.815510334854
329.06329113924005,10828.264957538828
334.6329113924046,11197.91853869569
340.20253164556914,11573.776253805449
345.7721518987337,11955.838102868096
351.3417721518982,12344.104085883637
356.91139240506277,12738.57420285207
362.4810126582273,13139.248453773396
368.05063291139186,13546.126838647613
373.6202531645564,13959.209357474721
379.18987341772095,14378.496010254723
384.7594936708855,14803.98679698762
390.32911392405003,15235.681717673404
395.8987341772146,15673.580772312082
401.4683544303791,16117.683960903652
407.03797468354367,16567.991283448115
412.6075949367082,17024.502739945467
418.17721518987275,17487.218330395714
423.7468354430373,17956.138054798852
429.31645569620184,18431.26191315488
434.8860759493664,18912.58990546381
440.45569620253093,19400.122031725623
446.0253164556955,19893.85829194033
451.59493670886,20393.79868610793
457.16455696202456,20899.94321422842
462.7341772151891,21412.291876301806
468.30379746835365,21930.84467232808
473.8734177215182,22455.601602307248
479.44303797468274,22986.562666239308
485.0126582278473,23523.72786412426
490.5822784810118,24067.097195962106
496.15189873417637,24616.67066175284
501.7215189873409,25172.44826149647
507.29113924050546,25734.42999519299
512.86075949367,26302.615862842405
518.4303797468345,26877.00586444471
523.9999999999991,27457.599999999908
