x,y
84.0,-6700.281442706722
89.56962025316456,-1607.27735216047
95.13924050632912,-1340.7749914945516
100.70886075949367,-1134.3775076922373
106.27848101265823,-138.43868820997878
111.84810126582279,120.17149555791187
117.41772151898735,356.45935965470335
122.98734177215191,597.1551905383873
128.55696202531647,741.3073741535698
134.126582278481,914.4264223407828
139.69620253164555,1122.9499080226146
145.2658227848101,1372.0414164094748
150.83544303797464,1673.7251108185562
156.4050632911392,2014.1113341088
161.97468354430373,2383.661005747391
167.54430379746827,2758.145834380324
173.11392405063282,3110.4281580685806
178.68354430379736,3417.2368105683845
184.2531645569619,3663.3392236506224
189.82278481012645,3848.4739518781107
195.392405063291,3994.044319033881
200.96202531645554,4138.944975340783
206.53164556962008,4317.933768488726
212.10126582278463,4566.52917548419
217.67088607594917,4903.545913344846
223.2405063291137,5318.0947178938595
228.81012658227826,5796.439127713398
234.3797468354428,6311.78160125185
239.94936708860735,6830.45745457373
245.5189873417719,7342.517536308828
251.08860759493643,7835.909581163279
256.658227848101,8314.801315580584
262.2278481012655,8797.473486544839
267.79746835443007,9286.11107000317
273.3670886075946,9787.07079396945
278.93670886075915,10281.684629645551
284.5063291139237,10745.909540122886
290.07594936708824,11162.555156688044
295.6455696202528,11517.488363868391
301.21518987341733,11823.045602168435
306.7848101265819,12092.473720476415
312.3544303797464,12348.785191864215
317.92405063291096,12607.583940251807
323.4936708860755,12879.913676363043
329.06329113924005,13176.556545290188
334.6329113924046,13492.285697330239
340.20253164556914,13827.910023335482
345.7721518987337,14171.410998463622
351.3417721518982,14509.95486484255
356.91139240506277,14837.187982828957
362.4810126582273,15148.525573365314
368.05063291139186,15452.597589967609
373.6202531645564,15758.726548367531
379.18987341772095,16083.740727592705
384.7594936708855,16432.296493563656
390.32911392405003,16801.475737119497
395.8987341772146,17189.658099873828
401.4683544303791,17575.565585075772
407.03797468354367,17954.628224023763
412.6075949367082,18314.34738803564
418.17721518987275,18634.930722501773
423.7468354430373,18915.229440065796
429.31645569620184,19136.378142076548
434.8860759493664,19302.87642518612
440.45569620253093,19433.399431091355
446.0253164556955,19546.690667509858
451.59493670886,19686.151397250884
457.16455696202456,19873.30498746416
462.7341772151891,20119.97731010344
468.30379746835365,20424.612964348235
473.8734177215182,20751.569454805147
479.44303797468274,21077.466939017595
485.0126582278473,21373.717434282647
490.5822784810118,21616.50035061412
496.15189873417637,21809.63154175792
501.7215189873409,21951.097990889506
507.29113924050546,22048.533193696512
512.86075949367,22094.18653800446
518.4303797468345,22120.35545656699
523.9999999999991,22128.45301412276
