x,y
84.0,-6700.281442706722
89.56962025316456,-3685.6690826183594
95.13924050632912,-3347.9538777709295
100.70886075949367,-3034.4392474291535
106.27848101265823,-2167.682908768135
111.84810126582279,-1669.8882749177976
117.41772151898735,-1158.5062577349383
122.98734177215191,-633.2302277496667
128.55696202531647,-176.90098641788563
134.126582278481,260.93063907754316
139.69620253164555,675.8692627529363
145.2658227848101,1063.8983954139505
150.83544303797464,1433.480506110085
156.4050632911392,1786.3982754338072
161.97468354430373,2125.6917390745443
167.54430379746827,2455.5778270944215
173.11392405063282,2779.5760196777715
178.68354430379736,3101.3641811031853
184.2531645569619,3424.4724709550496
189.82278481012645,3751.98791152491
195.392405063291,4086.5387896092498
200.96202531645554,4430.16873603126
206.53164556962008,4784.267336235214
212.10126582278463,5149.553259533009
217.67088607594917,5526.069207129708
223.2405063291137,5913.20813418782
228.81012658227826,6309.769246598561
234.3797468354428,6714.043854824017
239.94936708860735,7123.934401202691
245.5189873417719,7537.101979229418
251.08860759493643,7951.131794871284
256.658227848101,8363.700807173745
262.2278481012655,8772.728912106402
267.79746835443007,9176.49654407166
273.3670886075946,9573.716971001704
278.93670886075915,9963.55950964497
284.5063291139237,10345.628463058196
290.07594936708824,10719.909548480618
295.6455696202528,11086.699101097465
301.21518987341733,11446.530826310383
306.7848101265819,11800.110633083646
312.3544303797464,12148.263716450314
317.92405063291096,12491.891607016996
323.4936708860755,12831.932360371637
329.06329113924005,13169.31558587472
334.6329113924046,13504.90591753167
340.20253164556914,13839.433362559099
345.7721518987337,14173.415009366583
351.3417721518982,14507.078829437634
356.91139240506277,14840.304809976877
362.4810126582273,15172.599675823858
368.05063291139186,15503.118807068167
373.6202531645564,15830.741405203089
379.18987341772095,16154.194195308339
384.7594936708855,16472.20746122214
390.32911392405003,16783.677170702053
395.8987341772146,17087.802763344742
401.4683544303791,17384.172812332494
407.03797468354367,17672.78013001485
412.6075949367082,17953.96239335384
418.17721518987275,18228.27932781634
423.7468354430373,18496.34978014429
429.31645569620184,18758.677211595274
434.8860759493664,19015.49333352095
440.45569620253093,19266.643322261276
446.0253164556955,19511.51763177858
451.59493670886,19749.047328361445
457.16455696202456,19977.755381261086
462.7341772151891,20195.796829803334
468.30379746835365,20401.117264052566
473.8734177215182,20591.611532415
479.44303797468274,20764.921268245183
485.0126582278473,20919.145293478323
490.5822784810118,21052.86609130882
496.15189873417637,21162.861582851725
501.7215189873409,21250.147996803513
507.29113924050546,21315.71750608738
512.86075949367,21345.37603851256
518.4303797468345,21364.561751625704
523.9999999999991,21371.242908123844
