x,y
84.0,-6700.281442706722
89.56962025316456,-2624.0547426964927
95.13924050632912,-2317.651382678608
100.70886075949367,-2048.297279059217
106.27848101265823,-1099.8378281352796
111.84810126582279,-699.918908878606
117.41772151898735,-297.05966413007184
122.98734177215191,117.16222321015907
128.55696202531647,448.02984948719273
134.126582278481,777.9121074703606
139.69620253164555,1106.8227575209594
145.2658227848101,1431.3527766728932
150.83544303797464,1759.0987169975153
156.4050632911392,2083.557740658614
161.97468354430373,2397.371366489827
167.54430379746827,2694.4804766678935
173.11392405063282,2970.4325468919164
178.68354430379736,3225.8628744189195
184.2531645569619,3466.974414884516
189.82278481012645,3704.228867262234
195.392405063291,3950.5656050683615
200.96202531645554,4218.391433322086
206.53164556962008,4516.731521845839
212.10126582278463,4850.205261424397
217.67088607594917,5218.417302734096
223.2405063291137,5617.001534771104
228.81012658227826,6039.971759643895
234.3797468354428,6480.9900284158075
239.94936708860735,6935.0868911053485
245.5189873417719,7398.948928745952
251.08860759493643,7869.669947140583
256.658227848101,8344.05378955207
262.2278481012655,8817.155323395333
267.79746835443007,9282.357858528037
273.3670886075946,9732.491824998724
278.93670886075915,10161.121295401199
284.5063291139237,10564.395622565167
290.07594936708824,10941.603676520017
295.6455696202528,11295.285322650148
301.21518987341733,11630.340991523188
306.7848101265819,11952.845052955085
312.3544303797464,12268.917803114813
317.92405063291096,12583.371398707995
323.4936708860755,12899.325082074623
329.06329113924005,13217.75833964137
334.6329113924046,13537.977264971732
340.20253164556914,13858.622311204772
345.7721518987337,14178.568461117726
351.3417721518982,14497.933359255268
356.91139240506277,14818.191432698906
362.4810126582273,15141.947302487644
368.05063291139186,15471.791668166508
373.6202531645564,15809.446332538164
379.18987341772095,16155.13453899408
384.7594936708855,16506.7351537381
390.32911392405003,16860.43001520217
395.8987341772146,17210.51050463004
401.4683544303791,17549.92610762969
407.03797468354367,17871.79920435201
412.6075949367082,18169.958937763095
418.17721518987275,18441.19514559052
423.7468354430373,18686.376568218337
429.31645569620184,18910.463044907996
434.8860759493664,19122.43171140537
440.45569620253093,19332.458409530234
446.0253164556955,19549.660612111846
451.59493670886,19779.90930306506
457.16455696202456,20023.855789360117
462.7341772151891,20277.828398878366
468.30379746835365,20534.636503476482
473.8734177215182,20785.402510252163
479.44303797468274,21021.55673088705
485.0126582278473,21235.9365646327
490.5822784810118,21423.666758259667
496.15189873417637,21578.881032935926
501.7215189873409,21702.1404024143
507.29113924050546,21794.718383109455
512.86075949367,21836.632140593567
518.4303797468345,21863.680156373342
523.9999999999991,21873.097345133043
