x,y
84.0,-6700.281442706722
89.56962025316456,-4010.8378626269173
95.13924050632912,-3684.338106578567
100.70886075949367,-3378.349891372728
106.27848101265823,-2566.1541232547097
111.84810126582279,-2072.7307545901353
117.41772151898735,-1561.2296724232872
122.98734177215191,-1031.3025359134112
128.55696202531647,-558.4099933650585
134.126582278481,-98.86205622296436
139.69620253164555,342.9310069166409
145.2658227848101,762.853394344593
150.83544303797464,1168.0396457012032
156.4050632911392,1559.7031746006408
161.97468354430373,1940.0330173611364
167.54430379746827,2312.120594179664
173.11392405063282,2678.2936248778146
178.68354430379736,3040.9155125073585
184.2531645569619,3402.187310938686
189.82278481012645,3763.9573473611354
195.392405063291,4127.771604524726
200.96202531645554,4494.812764504257
206.53164556962008,4865.8742668656205
212.10126582278463,5241.370799831995
217.67088607594917,5621.352321792351
223.2405063291137,6005.538571118702
228.81012658227826,6393.369001286628
234.3797468354428,6784.06192800207
239.94936708860735,7176.680648482601
245.5189873417719,7570.201359411301
251.08860759493643,7963.578258816345
256.658227848101,8355.80224412646
262.2278481012655,8745.950288991908
267.79746835443007,9133.223768243091
273.3670886075946,9516.975077512814
278.93670886075915,9896.7227029597
284.5063291139237,10272.15545371595
290.07594936708824,10643.126828699624
295.6455696202528,11009.64054538368
301.21518987341733,11371.82825528497
306.7848101265819,11729.920544446873
312.3544303797464,12084.212569540663
317.92405063291096,12435.026137700073
323.4936708860755,12782.670633541074
329.06329113924005,13127.4057798619
334.6329113924046,13469.40958897326
340.20253164556914,13808.754820555712
345.7721518987337,14145.396673788679
351.3417721518982,14479.17328447196
356.91139240506277,14809.81898968012
362.4810126582273,15136.988511325859
368.05063291139186,15460.288525144735
373.6202531645564,15779.311859520376
379.18987341772095,16093.669067815428
384.7594936708855,16403.012461558577
390.32911392405003,16707.04883302665
395.8987341772146,17005.53880675837
401.4683544303791,17298.282768747795
407.03797468354367,17585.095279324574
412.6075949367082,17865.771323607183
418.17721518987275,18140.048884083535
423.7468354430373,18407.572746284586
429.31645569620184,18667.86323962593
434.8860759493664,18920.294490065968
440.45569620253093,19164.085366887182
446.0253164556955,19398.298396048933
451.59493670886,19621.85758740607
457.16455696202456,19833.582501344878
462.7341772151891,20032.192606550827
468.30379746835365,20216.390970361947
473.8734177215182,20384.942867483234
479.44303797468274,20536.462634650205
485.0126582278473,20669.93988611107
490.5822784810118,20784.72678146342
496.15189873417637,20878.612565262676
501.7215189873409,20952.797871308627
507.29113924050546,21008.382052453624
512.86075949367,21033.513150021114
518.4303797468345,21049.741515200778
523.9999999999991,21055.392649359375
