x,y
84.0,-6700.281442706722
89.56962025316456,-5198.381032058054
95.13924050632912,7911.6270843785005
100.70886075949367,8907.763541979213
106.27848101265823,-1176.3282512732314
111.84810126582279,6389.299401383456
117.41772151898735,3238.1070893587266
122.98734177215191,-986.7018593588937
128.55696202531647,6286.245900077615
134.126582278481,-837.2788417958336
139.69620253164555,1435.0620691647002
145.2658227848101,62.27093324214684
150.83544303797464,7.0239642810706755
156.4050632911392,-942.6096810710073
161.97468354430373,-1359.1327348344644
167.54430379746827,4250.4079183281865
173.11392405063282,3105.788931460375
178.68354430379736,1968.977443739674
184.2531645569619,8569.870976287955
189.82278481012645,-2101.5687011905
195.392405063291,11321.333512029236
200.96202531645554,2752.619989053568
206.53164556962008,8968.421718180067
212.10126582278463,203.43551944547107
217.67088607594917,12707.508581320342
223.2405063291137,-599.788569697741
228.81012658227826,1116.4449924964774
234.3797468354428,2298.425156824901
239.94936708860735,8052.358079717564
245.5189873417719,2166.6708158117162
251.08860759493643,12011.03680402556
256.658227848101,7271.207340072186
262.2278481012655,12828.191197698863
267.79746835443007,11860.853053090808
273.3670886075946,9160.95474150209
278.93670886075915,6163.831190829509
284.5063291139237,15864.98062253596
290.07594936708824,6613.67110245086
295.6455696202528,14904.515086013907
301.21518987341733,4541.900872915447
306.7848101265819,16989.2289033869
312.3544303797464,15994.404915971363
317.92405063291096,15555.670138653853
323.4936708860755,17776.139606281467
329.06329113924005,4978.758605611532
334.6329113924046,12984.875199462262
340.20253164556914,11135.691637399354
345.7721518987337,17513.83277551344
351.3417721518982,13373.369735724671
356.91139240506277,11547.91988317034
362.4810126582273,21014.560390540028
368.05063291139186,8796.531860768828
373.6202531645564,19669.39212579794
379.18987341772095,17741.759549394228
384.7594936708855,19598.62586171084
390.32911392405003,10105.453946407257
395.8987341772146,18928.68406337548
401.4683544303791,20429.71482445512
407.03797468354367,15600.766956107953
412.6075949367082,10708.506543086361
418.17721518987275,23596.496580837047
423.7468354430373,21448.89525189042
429.31645569620184,23566.91137932111
434.8860759493664,13985.614388869406
440.45569620253093,19514.265267882474
446.0253164556955,27533.171124549604
451.59493670886,12837.50280515934
457.16455696202456,25904.672095801474
462.7341772151891,18623.589458613045
468.30379746835365,21404.297024037067
473.8734177215182,15867.81734486115
479.44303797468274,19271.59282870918
485.0126582278473,19391.785452066797
490.5822784810118,21059.799446690653
496.15189873417637,18366.293219771112
501.7215189873409,32281.94208539329
507.29113924050546,21743.335607639336
512.86075949367,23963.929082969073
518.4303797468345,24184.338240490506
523.9999999999991,19582.623121826207
